+ 0 + 51 + 59 + 178 + 287 + 508 + 532 + 821 + 1 39 + 1 430	+ 1 470
+ 0 + 8 + 55 + 95 + 118 + 174 + 315 + 403 + 449 + 553	+ 788
+ 0 + 91 + 138 + 413 + 502 + 959 + 1 100 + 1 741 + 1 919 + 2 742	+ 2 977
+ 0 + 20 + 147 + 247 + 314 + 454 + 835 + 1 55 + 1 189 + 1 449	+ 2 84
+ 0 + 8 + 246 + 318 + 377 + 465 + 1 179 + 1 331 + 1 449 + 1 617	+ 2 807
+ 0 + 111 + 123 + 382 + 603 + 1 84 + 1 120 + 1 749 + 2 191 + 3 42	+ 3 102
+ 0 + 43 + 146 + 262 + 533 + 735 + 1 44 + 1 319 + 1 861 + 2 222	+ 2 737
+ 0 + 34 + 72 + 123 + 682 + 801 + 915 + 1 51 + 2 169 + 2 373	+ 2 563
+ 0 + 9 + 97 + 142 + 203 + 266 + 530 + 629 + 751 + 868	+ 1 308
+ 0 + 30 + 58 + 103 + 552 + 657 + 741 + 861 + 1 759 + 1 939	+ 2 79
+ 0 + 4 + 123 + 143 + 250 + 278 + 635 + 679 + 893 + 945	+ 1 540
+ 0 + 33 + 77 + 143 + 418 + 550 + 682 + 847 + 1 397 + 1 628	+ 1 848
+ 0 + 55 + 153 + 373 + 412 + 742 + 1 36 + 1 531 + 1 609 + 2 214	+ 2 704
+ 0 + 10 + 54 + 91 + 144 + 201 + 333 + 417 + 523 + 627	+ 847
+ 0 + 7 + 183 + 211 + 434 + 476 + 1 4 + 1 67 + 1 513 + 1 590	+ 2 470
+ 0 + 78 + 127 + 309 + 586 + 924 + 1 71 + 1 513 + 2 67 + 2 665	+ 2 910
+ 0 + 11 + 171 + 226 + 353 + 430 + 910 + 1 31 + 1 285 + 1 428	+ 2 228
+ 0 + 6 + 50 + 59 + 456 + 477 + 609 + 633 + 1 427 + 1 463	+ 1 683
+ 0 + 65 + 66 + 219 + 326 + 609 + 612 + 983 + 1 197 + 1 698	+ 1 703
+ 0 + 30 + 89 + 134 + 831 + 936 + 1 113 + 1 233 + 2 627 + 2 807	+ 3 102
+ 0 + 26 + 69 + 164 + 199 + 346 + 475 + 691 + 761 + 1 29	+ 1 244
+ 0 + 3 + 4 + 10 + 23 + 35 + 38 + 53 + 79 + 100	+ 105
+ 0 + 2 + 318 + 336 + 479 + 501 + 1 449 + 1 487 + 1 773 + 1 815	+ 3 395
+ 0 + 37 + 70 + 142 + 403 + 549 + 648 + 829 + 1 351 + 1 606	+ 1 771
+ 0 + 85 + 132 + 393 + 472 + 903 + 1 44 + 1 651 + 1 809 + 2 586	+ 2 821
+ 0 + 1 + 9 + 11 + 46 + 50 + 74 + 79 + 149 + 156	+ 196
+ 0 + 60 + 93 + 233 + 432 + 692 + 791 + 1 131 + 1 529 + 1 989	+ 2 154
+ 0 + 40 + 154 + 271 + 514 + 711 + 1 53 + 1 327 + 1 813 + 2 167	+ 2 737
+ 0 + 15 + 206 + 324 + 341 + 489 + 1 62 + 1 313 + 1 347 + 1 628	+ 2 583
+ 0 + 78 + 86 + 207 + 788 + 1 65 + 1 89 + 1 409 + 2 571 + 3 47	+ 3 87
+ 0 + 14 + 290 + 416 + 449 + 603 + 1 431 + 1 697 + 1 763 + 2 57	+ 3 437
+ 0 + 45 + 68 + 158 + 385 + 565 + 634 + 859 + 1 313 + 1 628	+ 1 743
+ 0 + 75 + 113 + 288 + 527 + 852 + 966 + 1 391 + 1 869 + 2 444	+ 2 634
+ 0 + 62 + 78 + 171 + 764 + 981 + 1 29 + 1 277 + 2 463 + 2 835	+ 2 915
+ 0 + 22 + 74 + 107 + 688 + 765 + 921 + 1 9 + 2 171 + 2 303	+ 2 563
+ 0 + 46 + 88 + 157 + 838 + 999 + 1 125 + 1 309 + 2 671 + 2 947	+ 3 157
+ 0 + 48 + 59 + 166 + 299 + 502 + 535 + 797 + 1 63 + 1 421	+ 1 476
+ 0 + 49 + 89 + 227 + 334 + 570 + 690 + 1 15 + 1 229 + 1 652	+ 1 852
+ 0 + 6 + 89 + 98 + 807 + 828 + 1 77 + 1 101 + 2 519 + 2 555	+ 2 970
+ 0 + 11 + 318 + 417 + 488 + 609 + 1 530 + 1 739 + 1 881 + 2 112	+ 3 647
+ 0 + 1 + 27 + 31 + 64 + 70 + 148 + 157 + 223 + 234	+ 364
+ 0 + 13 + 132 + 184 + 321 + 399 + 756 + 873 + 1 147 + 1 290	+ 1 885
+ 0 + 1 + 134 + 143 + 202 + 213 + 612 + 631 + 749 + 770	+ 1 435
+ 0 + 1 + 138 + 147 + 208 + 219 + 630 + 649 + 771 + 792	+ 1 477
+ 0 + 21 + 23 + 72 + 113 + 204 + 210 + 329 + 411 + 572	+ 582
+ 0 + 67 + 114 + 333 + 382 + 735 + 876 + 1 381 + 1 479 + 2 118	+ 2 353
+ 0 + 24 + 101 + 221 + 226 + 394 + 625 + 889 + 899 + 1 211	+ 1 596
+ 0 + 48 + 77 + 202 + 317 + 538 + 625 + 923 + 1 153 + 1 547	+ 1 692
+ 0 + 25 + 53 + 131 + 178 + 306 + 390 + 571 + 665 + 896	+ 1 36
+ 0 + 35 + 61 + 157 + 236 + 402 + 480 + 707 + 865 + 1 162	+ 1 292
+ 0 + 9 + 139 + 184 + 287 + 350 + 740 + 839 + 1 45 + 1 162	+ 1 812
+ 0 + 16 + 18 + 43 + 162 + 219 + 225 + 291 + 529 + 627	+ 637
+ 0 + 5 + 37 + 47 + 190 + 210 + 306 + 331 + 617 + 652	+ 812
+ 0 + 35 + 73 + 143 + 400 + 540 + 654 + 829 + 1 343 + 1 588	+ 1 778
+ 0 + 42 + 73 + 136 + 699 + 846 + 939 + 1 107 + 2 233 + 2 485	+ 2 640
+ 0 + 25 + 27 + 77 + 160 + 260 + 266 + 391 + 557 + 732	+ 742
+ 0 + 45 + 57 + 162 + 273 + 468 + 504 + 759 + 981 + 1 326	+ 1 386
+ 0 + 2 + 25 + 28 + 227 + 234 + 303 + 311 + 709 + 721	+ 836
+ 0 + 114 + 115 + 381 + 574 + 1 68 + 1 71 + 1 717 + 2 103 + 2 977	+ 2 982
+ 0 + 49 + 65 + 179 + 310 + 522 + 570 + 847 + 1 109 + 1 484	+ 1 564
+ 0 + 57 + 159 + 387 + 428 + 770 + 1 76 + 1 589 + 1 671 + 2 298	+ 2 808
+ 0 + 21 + 190 + 306 + 379 + 537 + 1 44 + 1 297 + 1 443 + 1 738	+ 2 583
+ 0 + 20 + 154 + 251 + 334 + 471 + 873 + 1 87 + 1 253 + 1 507	+ 2 177
+ 0 + 20 + 142 + 233 + 322 + 453 + 819 + 1 21 + 1 199 + 1 441	+ 2 51
+ 0 + 60 + 122 + 243 + 662 + 903 + 1 89 + 1 391 + 2 229 + 2 651	+ 2 961
+ 0 + 30 + 57 + 102 + 543 + 648 + 729 + 849 + 1 731 + 1 911	+ 2 46
+ 0 + 21 + 78 + 162 + 203 + 329 + 500 + 689 + 771 + 1 2	+ 1 287
+ 0 + 7 + 330 + 393 + 502 + 579 + 1 548 + 1 681 + 1 899 + 2 46	+ 3 661
+ 0 + 72 + 94 + 213 + 742 + 1 5 + 1 71 + 1 381 + 2 439 + 2 893	+ 3 3
+ 0 + 29 + 43 + 101 + 244 + 360 + 402 + 547 + 833 + 1 36	+ 1 106
+ 0 + 10 + 22 + 37 + 208 + 243 + 279 + 319 + 661 + 721	+ 781
+ 0 + 25 + 74 + 136 + 299 + 411 + 558 + 707 + 1 33 + 1 232	+ 1 477
+ 0 + 2 + 110 + 128 + 167 + 189 + 513 + 551 + 629 + 671	+ 1 211
+ 0 + 29 + 135 + 251 + 344 + 518 + 836 + 1 97 + 1 283 + 1 602	+ 2 132
+ 0 + 78 + 79 + 261 + 394 + 732 + 735 + 1 177 + 1 443 + 2 41	+ 2 46
+ 0 + 26 + 105 + 235 + 236 + 418 + 655 + 941 + 943 + 1 281	+ 1 676
+ 0 + 81 + 137 + 326 + 629 + 980 + 1 148 + 1 607 + 2 213 + 2 834	+ 3 114
+ 0 + 43 + 186 + 358 + 477 + 735 + 1 164 + 1 551 + 1 789 + 2 262	+ 2 977
+ 0 + 33 + 186 + 312 + 483 + 675 + 1 134 + 1 419 + 1 761 + 2 112	+ 2 877
+ 0 + 22 + 24 + 57 + 238 + 315 + 321 + 409 + 771 + 903	+ 913
+ 0 + 5 + 274 + 319 + 416 + 471 + 1 278 + 1 373 + 1 567 + 1 672	+ 3 17
+ 0 + 2 + 55 + 58 + 497 + 504 + 663 + 671 + 1 549 + 1 561	+ 1 826
+ 0 + 77 + 90 + 287 + 398 + 749 + 788 + 1 259 + 1 481 + 2 106	+ 2 171
+ 0 + 1 + 178 + 187 + 268 + 279 + 810 + 829 + 991 + 1 12	+ 1 897
+ 0 + 10 + 182 + 272 + 283 + 393 + 909 + 1 99 + 1 121 + 1 331	+ 2 191
+ 0 + 40 + 101 + 242 + 301 + 522 + 705 + 1 27 + 1 145 + 1 547	+ 1 852
+ 0 + 30 + 53 + 123 + 242 + 372 + 441 + 611 + 849 + 1 79	+ 1 194
+ 0 + 45 + 177 + 357 + 458 + 728 + 1 124 + 1 529 + 1 731 + 2 226	+ 2 886
+ 0 + 36 + 58 + 123 + 382 + 519 + 585 + 751 + 1 269 + 1 507	+ 1 617
+ 0 + 29 + 76 + 134 + 409 + 525 + 666 + 811 + 1 361 + 1 564	+ 1 799
+ 0 + 44 + 85 + 214 + 305 + 522 + 645 + 947 + 1 129 + 1 519	+ 1 724
+ 0 + 5 + 78 + 98 + 187 + 217 + 436 + 481 + 659 + 714	+ 1 79
+ 0 + 13 + 105 + 157 + 258 + 336 + 612 + 729 + 931 + 1 74	+ 1 534
+ 0 + 3 + 122 + 149 + 186 + 219 + 576 + 633 + 707 + 770	+ 1 365
+ 0 + 14 + 133 + 203 + 280 + 378 + 735 + 889 + 1 43 + 1 225	+ 1 820
+ 0 + 36 + 101 + 238 + 281 + 490 + 685 + 995 + 1 81 + 1 463	+ 1 788
+ 0 + 4 + 27 + 47 + 58 + 86 + 155 + 199 + 221 + 273	+ 388
+ 0 + 10 + 77 + 127 + 164 + 234 + 435 + 545 + 619 + 749	+ 1 84
+ 0 + 75 + 87 + 278 + 387 + 728 + 764 + 1 221 + 1 439 + 2 46	+ 2 106
+ 0 + 23 + 24 + 70 + 143 + 235 + 238 + 353 + 499 + 660	+ 665
+ 0 + 6 + 90 + 99 + 816 + 837 + 1 89 + 1 113 + 2 547 + 2 583	+ 3 3
+ 0 + 23 + 111 + 226 + 245 + 406 + 670 + 923 + 961 + 1 260	+ 1 700
+ 0 + 39 + 77 + 193 + 272 + 466 + 580 + 851 + 1 9 + 1 358	+ 1 548
+ 0 + 61 + 114 + 232 + 663 + 903 + 1 62 + 1 359 + 2 221 + 2 640	+ 2 905
+ 0 + 18 + 71 + 113 + 302 + 380 + 539 + 641 + 1 19 + 1 157	+ 1 422
+ 0 + 5 + 286 + 331 + 434 + 489 + 1 332 + 1 427 + 1 633 + 1 738	+ 3 143
+ 0 + 27 + 85 + 139 + 452 + 560 + 734 + 869 + 1 495 + 1 684	+ 1 974
+ 0 + 63 + 72 + 231 + 324 + 609 + 636 + 1 17 + 1 203 + 1 710	+ 1 755
+ 0 + 21 + 175 + 224 + 721 + 812 + 1 274 + 1 393 + 2 387 + 2 548	+ 3 318
+ 0 + 37 + 66 + 140 + 367 + 515 + 602 + 787 + 1 241 + 1 500	+ 1 645
+ 0 + 30 + 143 + 213 + 602 + 732 + 1 71 + 1 241 + 2 19 + 2 249	+ 2 814
+ 0 + 15 + 101 + 176 + 217 + 322 + 580 + 745 + 827 + 1 22	+ 1 452
+ 0 + 2 + 54 + 72 + 83 + 105 + 261 + 299 + 321 + 363	+ 623
+ 0 + 23 + 46 + 92 + 253 + 345 + 414 + 529 + 851 + 1 12	+ 1 127
+ 0 + 23 + 87 + 133 + 458 + 550 + 742 + 857 + 1 507 + 1 668	+ 1 988
+ 0 + 43 + 63 + 169 + 278 + 470 + 530 + 785 + 1 3 + 1 344	+ 1 444
+ 0 + 12 + 131 + 191 + 274 + 358 + 715 + 847 + 1 13 + 1 169	+ 1 764
+ 0 + 27 + 159 + 267 + 398 + 560 + 956 + 1 199 + 1 461 + 1 758	+ 2 418
+ 0 + 11 + 117 + 161 + 284 + 350 + 668 + 767 + 1 13 + 1 134	+ 1 664
+ 0 + 36 + 69 + 153 + 312 + 468 + 567 + 771 + 1 89 + 1 365	+ 1 530
+ 0 + 45 + 153 + 333 + 402 + 672 + 996 + 1 401 + 1 539 + 2 34	+ 2 574
+ 0 + 62 + 81 + 174 + 791 + 1 8 + 1 65 + 1 313 + 2 547 + 2 919	+ 3 14
+ 0 + 1 + 84 + 88 + 197 + 203 + 452 + 461 + 679 + 690	+ 1 105
+ 0 + 10 + 38 + 53 + 352 + 387 + 471 + 511 + 1 109 + 1 169	+ 1 309
+ 0 + 24 + 95 + 151 + 404 + 508 + 721 + 857 + 1 363 + 1 547	+ 1 902
+ 0 + 34 + 67 + 118 + 637 + 756 + 855 + 991 + 2 29 + 2 233	+ 2 398
+ 0 + 33 + 156 + 288 + 397 + 595 + 964 + 1 261 + 1 479 + 1 842	+ 2 457
+ 0 + 38 + 50 + 107 + 488 + 621 + 657 + 809 + 1 571 + 1 799	+ 1 859
+ 0 + 56 + 62 + 149 + 566 + 765 + 783 + 1 13 + 1 847 + 2 189	+ 2 219
+ 0 + 5 + 43 + 53 + 220 + 240 + 354 + 379 + 713 + 748	+ 938
+ 0 + 14 + 37 + 58 + 347 + 396 + 465 + 521 + 1 99 + 1 183	+ 1 298
+ 0 + 26 + 218 + 353 + 452 + 639 + 1 215 + 1 511 + 1 709 + 2 57	+ 3 17
+ 0 + 6 + 162 + 216 + 249 + 315 + 783 + 897 + 963 + 1 89	+ 1 869
+ 0 + 60 + 79 + 219 + 376 + 636 + 693 + 1 33 + 1 347 + 1 807	+ 1 902
+ 0 + 33 + 82 + 156 + 379 + 519 + 666 + 847 + 1 293 + 1 540	+ 1 785
+ 0 + 15 + 134 + 216 + 269 + 381 + 738 + 917 + 1 23 + 1 232	+ 1 827
+ 0 + 49 + 68 + 166 + 389 + 585 + 642 + 887 + 1 333 + 1 676	+ 1 771
+ 0 + 21 + 70 + 112 + 371 + 455 + 602 + 707 + 1 225 + 1 372	+ 1 617
+ 0 + 48 + 95 + 238 + 335 + 574 + 715 + 1 49 + 1 243 + 1 673	+ 1 908
+ 0 + 37 + 117 + 271 + 302 + 530 + 770 + 1 115 + 1 177 + 1 596	+ 1 996
+ 0 + 57 + 70 + 162 + 583 + 789 + 828 + 1 69 + 1 911 + 2 266	+ 2 331
+ 0 + 57 + 129 + 357 + 358 + 700 + 916 + 1 429 + 1 431 + 2 58	+ 2 418
+ 0 + 3 + 13 + 28 + 29 + 50 + 80 + 113 + 115 + 154	+ 204
+ 0 + 42 + 66 + 129 + 636 + 783 + 855 + 1 23 + 2 37 + 2 289	+ 2 409
+ 0 + 27 + 110 + 192 + 353 + 489 + 738 + 929 + 1 251 + 1 496	+ 1 911
+ 0 + 19 + 198 + 274 + 481 + 595 + 1 132 + 1 303 + 1 717 + 1 926	+ 2 821
+ 0 + 58 + 102 + 211 + 624 + 849 + 981 + 1 257 + 2 83 + 2 475	+ 2 695
+ 0 + 30 + 51 + 96 + 489 + 594 + 657 + 777 + 1 563 + 1 743	+ 1 848
+ 0 + 65 + 99 + 296 + 359 + 686 + 788 + 1 247 + 1 373 + 1 962	+ 2 132
+ 0 + 19 + 51 + 89 + 274 + 350 + 446 + 541 + 911 + 1 44	+ 1 204
+ 0 + 72 + 111 + 279 + 516 + 828 + 945 + 1 353 + 1 827 + 2 379	+ 2 574
+ 0 + 29 + 177 + 293 + 442 + 616 + 1 60 + 1 321 + 1 619 + 1 938	+ 2 678
+ 0 + 5 + 82 + 92 + 415 + 435 + 666 + 691 + 1 337 + 1 372	+ 1 757
+ 0 + 10 + 134 + 211 + 224 + 321 + 693 + 857 + 883 + 1 67	+ 1 687
+ 0 + 18 + 46 + 73 + 432 + 495 + 579 + 651 + 1 369 + 1 477	+ 1 617
+ 0 + 69 + 95 + 256 + 449 + 748 + 826 + 1 217 + 1 603 + 2 132	+ 2 262
+ 0 + 37 + 51 + 125 + 292 + 440 + 482 + 667 + 1 1 + 1 260	+ 1 330
+ 0 + 58 + 154 + 289 + 676 + 927 + 1 215 + 1 543 + 2 317 + 2 761	+ 3 241
+ 0 + 5 + 85 + 110 + 175 + 210 + 450 + 505 + 635 + 700	+ 1 100
+ 0 + 7 + 11 + 29 + 46 + 78 + 90 + 133 + 167 + 224	+ 244
+ 0 + 89 + 96 + 313 + 452 + 847 + 868 + 1 391 + 1 669 + 2 370	+ 2 405
+ 0 + 40 + 107 + 254 + 307 + 534 + 735 + 1 69 + 1 175 + 1 589	+ 1 924
+ 0 + 23 + 231 + 323 + 562 + 700 + 1 324 + 1 531 + 2 9 + 2 262	+ 3 302
+ 0 + 69 + 168 + 444 + 461 + 875 + 1 172 + 1 793 + 1 827 + 2 586	+ 3 81
+ 0 + 27 + 89 + 205 + 224 + 394 + 580 + 839 + 877 + 1 190	+ 1 500
+ 0 + 9 + 22 + 55 + 64 + 115 + 154 + 229 + 247 + 340	+ 405
+ 0 + 45 + 206 + 354 + 611 + 849 + 1 332 + 1 673 + 2 187 + 2 618	+ 3 423
+ 0 + 39 + 111 + 202 + 483 + 652 + 868 + 1 89 + 1 651 + 1 950	+ 2 310
+ 0 + 6 + 165 + 179 + 666 + 692 + 1 169 + 1 203 + 2 177 + 2 223	+ 3 18
+ 0 + 4 + 59 + 79 + 122 + 150 + 315 + 359 + 445 + 497	+ 772
+ 0 + 5 + 6 + 14 + 51 + 69 + 72 + 93 + 167 + 198	+ 203
+ 0 + 93 + 129 + 346 + 609 + 1 12 + 1 120 + 1 647 + 2 173 + 2 886	+ 3 66
+ 0 + 12 + 167 + 227 + 346 + 430 + 895 + 1 27 + 1 265 + 1 421	+ 2 196
+ 0 + 14 + 210 + 329 + 336 + 483 + 1 71 + 1 323 + 1 337 + 1 617	+ 2 597
+ 0 + 36 + 55 + 139 + 256 + 412 + 469 + 673 + 907 + 1 183	+ 1 278
+ 0 + 16 + 155 + 235 + 326 + 438 + 855 + 1 31 + 1 213 + 1 421	+ 2 116
+ 0 + 78 + 109 + 291 + 514 + 852 + 945 + 1 387 + 1 833 + 2 431	+ 2 586
+ 0 + 30 + 73 + 118 + 687 + 792 + 921 + 1 41 + 2 179 + 2 359	+ 2 574
+ 0 + 34 + 38 + 89 + 376 + 495 + 507 + 643 + 1 217 + 1 421	+ 1 441
+ 0 + 43 + 174 + 346 + 449 + 707 + 1 100 + 1 487 + 1 693 + 2 166	+ 2 821
+ 0 + 4 + 57 + 77 + 118 + 146 + 305 + 349 + 431 + 483	+ 748
+ 0 + 4 + 125 + 145 + 254 + 282 + 645 + 689 + 907 + 959	+ 1 564
+ 0 + 29 + 178 + 296 + 439 + 615 + 1 62 + 1 327 + 1 613 + 1 936	+ 2 681
+ 0 + 69 + 108 + 321 + 384 + 735 + 852 + 1 347 + 1 473 + 2 106	+ 2 301
+ 0 + 35 + 126 + 224 + 441 + 609 + 882 + 1 113 + 1 547 + 1 848	+ 2 303
+ 0 + 10 + 38 + 67 + 128 + 177 + 261 + 329 + 451 + 539	+ 679
+ 0 + 23 + 55 + 101 + 298 + 390 + 486 + 601 + 995 + 1 156	+ 1 316
+ 0 + 22 + 143 + 253 + 308 + 462 + 825 + 1 67 + 1 177 + 1 463	+ 2 68
+ 0 + 19 + 32 + 70 + 179 + 255 + 294 + 389 + 607 + 740	+ 805
+ 0 + 35 + 162 + 302 + 413 + 623 + 1 4 + 1 319 + 1 541 + 1 926	+ 2 561
+ 0 + 15 + 111 + 171 + 274 + 364 + 652 + 787 + 993 + 1 158	+ 1 638
+ 0 + 3 + 82 + 109 + 126 + 159 + 396 + 453 + 487 + 550	+ 945
+ 0 + 35 + 36 + 119 + 176 + 329 + 332 + 533 + 647 + 918	+ 923
+ 0 + 3 + 334 + 361 + 504 + 537 + 1 530 + 1 587 + 1 873 + 1 936	+ 3 591
+ 0 + 5 + 218 + 263 + 332 + 387 + 1 26 + 1 121 + 1 259 + 1 364	+ 2 429
+ 0 + 21 + 68 + 110 + 361 + 445 + 586 + 691 + 1 193 + 1 340	+ 1 575
+ 0 + 3 + 134 + 161 + 204 + 237 + 630 + 687 + 773 + 836	+ 1 491
+ 0 + 46 + 170 + 301 + 584 + 807 + 1 179 + 1 487 + 2 53 + 2 453	+ 3 73
+ 0 + 13 + 155 + 220 + 323 + 414 + 840 + 983 + 1 189 + 1 358	+ 2 68
+ 0 + 62 + 71 + 164 + 701 + 918 + 945 + 1 193 + 2 267 + 2 639	+ 2 684
+ 0 + 35 + 69 + 139 + 380 + 520 + 622 + 797 + 1 279 + 1 524	+ 1 694
+ 0 + 19 + 78 + 116 + 409 + 485 + 662 + 757 + 1 343 + 1 476	+ 1 771
+ 0 + 18 + 50 + 93 + 212 + 291 + 387 + 491 + 729 + 869	+ 1 29
+ 0 + 54 + 73 + 199 + 346 + 580 + 637 + 943 + 1 237 + 1 651	+ 1 746
+ 0 + 6 + 117 + 131 + 474 + 500 + 833 + 867 + 1 553 + 1 599	+ 2 154
+ 0 + 43 + 111 + 265 + 326 + 566 + 770 + 1 121 + 1 243 + 1 680	+ 2 20
+ 0 + 27 + 49 + 112 + 223 + 340 + 406 + 559 + 781 + 988	+ 1 98
+ 0 + 2 + 169 + 179 + 340 + 354 + 855 + 877 + 1 199 + 1 225	+ 2 60
+ 0 + 6 + 38 + 63 + 92 + 129 + 225 + 281 + 339 + 407	+ 567
+ 0 + 36 + 182 + 309 + 506 + 705 + 1 143 + 1 433 + 1 827 + 2 189	+ 2 919
+ 0 + 17 + 27 + 71 + 112 + 190 + 220 + 325 + 407 + 546	+ 596
+ 0 + 45 + 77 + 199 + 302 + 514 + 610 + 899 + 1 105 + 1 484	+ 1 644
+ 0 + 23 + 60 + 152 + 163 + 301 + 412 + 619 + 641 + 894	+ 1 79
+ 0 + 12 + 306 + 414 + 471 + 603 + 1 485 + 1 713 + 1 827 + 2 79	+ 3 549
+ 0 + 11 + 127 + 182 + 265 + 342 + 690 + 811 + 977 + 1 120	+ 1 700
+ 0 + 35 + 106 + 194 + 421 + 579 + 792 + 1 3 + 1 457 + 1 738	+ 2 93
+ 0 + 40 + 77 + 194 + 277 + 474 + 585 + 859 + 1 25 + 1 379	+ 1 564
+ 0 + 33 + 126 + 258 + 327 + 525 + 804 + 1 101 + 1 239 + 1 602	+ 2 67
+ 0 + 23 + 90 + 158 + 297 + 411 + 612 + 771 + 1 49 + 1 254	+ 1 589
+ 0 + 39 + 51 + 142 + 243 + 412 + 448 + 669 + 871 + 1 170	+ 1 230
+ 0 + 15 + 141 + 201 + 344 + 434 + 812 + 947 + 1 233 + 1 398	+ 2 28
+ 0 + 5 + 19 + 43 + 44 + 78 + 120 + 173 + 175 + 238	+ 308
+ 0 + 23 + 81 + 127 + 428 + 520 + 694 + 809 + 1 411 + 1 572	+ 1 862
+ 0 + 35 + 62 + 128 + 377 + 513 + 594 + 761 + 1 259 + 1 496	+ 1 631
+ 0 + 31 + 45 + 121 + 200 + 338 + 380 + 563 + 721 + 966	+ 1 36
+ 0 + 30 + 43 + 88 + 417 + 522 + 561 + 681 + 1 339 + 1 519	+ 1 584
+ 0 + 11 + 30 + 74 + 81 + 147 + 204 + 303 + 317 + 438	+ 533
+ 0 + 54 + 137 + 263 + 602 + 836 + 1 85 + 1 391 + 2 69 + 2 483	+ 2 898
+ 0 + 17 + 69 + 154 + 155 + 274 + 430 + 617 + 619 + 840	+ 1 100
+ 0 + 18 + 127 + 169 + 526 + 604 + 931 + 1 33 + 1 747 + 1 885	+ 2 430
+ 0 + 20 + 135 + 235 + 290 + 430 + 775 + 995 + 1 105 + 1 365	+ 1 940
+ 0 + 53 + 87 + 256 + 299 + 574 + 676 + 1 67 + 1 153 + 1 650	+ 1 820
+ 0 + 6 + 54 + 63 + 492 + 513 + 657 + 681 + 1 539 + 1 575	+ 1 815
+ 0 + 19 + 72 + 110 + 379 + 455 + 614 + 709 + 1 247 + 1 380	+ 1 645
+ 0 + 6 + 49 + 63 + 202 + 228 + 357 + 391 + 669 + 715	+ 930
+ 0 + 59 + 153 + 389 + 416 + 770 + 1 52 + 1 583 + 1 637 + 2 286	+ 2 756
+ 0 + 60 + 67 + 194 + 367 + 614 + 635 + 949 + 1 295 + 1 729	+ 1 764
+ 0 + 27 + 123 + 231 + 314 + 476 + 764 + 1 7 + 1 173 + 1 470	+ 1 950
+ 0 + 28 + 75 + 178 + 215 + 374 + 515 + 749 + 823 + 1 113	+ 1 348
+ 0 + 6 + 175 + 205 + 356 + 398 + 905 + 971 + 1 273 + 1 351	+ 2 196
+ 0 + 21 + 89 + 131 + 466 + 550 + 754 + 859 + 1 529 + 1 676	+ 2 16
+ 0 + 49 + 156 + 352 + 413 + 707 + 1 28 + 1 469 + 1 591 + 2 130	+ 2 665
+ 0 + 22 + 99 + 209 + 220 + 374 + 605 + 847 + 869 + 1 155	+ 1 540
+ 0 + 25 + 44 + 94 + 245 + 345 + 402 + 527 + 829 + 1 4	+ 1 99
+ 0 + 71 + 162 + 446 + 449 + 875 + 1 148 + 1 787 + 1 793 + 2 574	+ 3 29
+ 0 + 50 + 178 + 317 + 628 + 867 + 1 251 + 1 579 + 2 201 + 2 629	+ 3 269
+ 0 + 9 + 141 + 162 + 573 + 612 + 1 8 + 1 59 + 1 881 + 1 950	+ 2 610
+ 0 + 43 + 154 + 274 + 541 + 747 + 1 80 + 1 363 + 1 897 + 2 266	+ 2 821
+ 0 + 15 + 69 + 104 + 291 + 356 + 518 + 603 + 977 + 1 92	+ 1 362
+ 0 + 30 + 77 + 122 + 723 + 828 + 969 + 1 89 + 2 291 + 2 471	+ 2 706
+ 0 + 19 + 120 + 196 + 299 + 413 + 716 + 887 + 1 93 + 1 302	+ 1 807
+ 0 + 66 + 74 + 177 + 668 + 903 + 927 + 1 199 + 2 181 + 2 585	+ 2 625
+ 0 + 14 + 67 + 137 + 148 + 246 + 405 + 559 + 581 + 763	+ 1 28
+ 0 + 81 + 105 + 326 + 429 + 812 + 884 + 1 407 + 1 613 + 2 298	+ 2 418
+ 0 + 5 + 75 + 100 + 155 + 190 + 400 + 455 + 565 + 630	+ 980
+ 0 + 75 + 97 + 272 + 463 + 788 + 854 + 1 279 + 1 661 + 2 236	+ 2 346
+ 0 + 15 + 143 + 218 + 301 + 406 + 790 + 955 + 1 121 + 1 316	+ 1 956
+ 0 + 11 + 138 + 218 + 237 + 339 + 720 + 891 + 929 + 1 122	+ 1 757
+ 0 + 3 + 20 + 38 + 39 + 63 + 114 + 153 + 155 + 200	+ 285
+ 0 + 2 + 378 + 396 + 569 + 591 + 1 719 + 1 757 + 2 103 + 2 145	+ 4 25
+ 0 + 37 + 93 + 241 + 254 + 476 + 644 + 977 + 1 3 + 1 410	+ 1 690
+ 0 + 9 + 21 + 57 + 58 + 112 + 148 + 229 + 231 + 330	+ 390
+ 0 + 22 + 113 + 223 + 248 + 402 + 675 + 917 + 967 + 1 253	+ 1 708
+ 0 + 52 + 95 + 242 + 355 + 606 + 735 + 1 81 + 1 307 + 1 757	+ 1 972
+ 0 + 51 + 79 + 209 + 334 + 566 + 650 + 961 + 1 211 + 1 624	+ 1 764
+ 0 + 4 + 366 + 402 + 553 + 597 + 1 683 + 1 759 + 2 61 + 2 145	+ 3 955
+ 0 + 23 + 129 + 244 + 281 + 442 + 760 + 1 13 + 1 87 + 1 386	+ 1 916
+ 0 + 6 + 169 + 199 + 344 + 386 + 875 + 941 + 1 231 + 1 309	+ 2 124
